sampleID,filename_R1,extraction_no,label,growth_t4_corrected,in_obj_TempOrigin,in_obj_TempSurface,seq_DNA16S,seq_RNAmetatr,Sample_or_Control,sample_typ,sample_combi_this_is_treatment_group,last_timepoint,died_during_experiment,treat_origin,treat_temp,treat_surface,tank,pseudorep,dayt,swab,order,growth_punch,punch_length_t1t2,growth_rate_t1t2,punch_length_t2t3,growth_rate_t2t3,punch_length_t3t4,punch_length_t3t4_corrected,growth_rate_t3t4,growth_rate_t3t4_corrected,punch_length_t1t3,growth_rate_t1t3,punch_length_t1t4,punch_length_t1t4_corrected,growth_rate_t1t4,growth_rate_t1t4_corrected,bleach_bl,bleach_bl_t1,bleach_bl_t2,bleach_bl_t3,bleach_bl_t4,weight_punch,FvFm,wartz,weight_t3 samples,weight_t3 leftover,length_bl_t1,length_total_t1,weight_total_t1,diam_bulb_t1,length_sthf_t1,length_sthf_t4,survival_status
X_w10d-30A-t2,,,kelp_wild10disr_30A_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild10disr,t4,False,wild,10,disr,30,A,t2,na,468,8,5,1.25,,,,,,,,,,,,,10,0,10,15,10,,,,,,,,,,,,survived_t4
255_w10d-30A-t3,,255,kelp_wild10disr_30A_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,30,A,t3,blade,69,12,,,4,1,,,,,9,1.125,,,,,15,0,10,15,10,,0.772,,0.96,1.48,,,,,,,survived_t4
28_w10d-30A-t4,,28,kelp_wild10disr_30A_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,30,A,t4,blade,70,19.5,,,,,7.5,7.5,2.5,2.5,,,16.5,16.5,1.5,1.5,10,0,10,15,10,0.05,,present,,,,,,,,18.8,survived_t4
213_w10d-30B-t1,,213,kelp_wild10disr_30B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,30,B,t1,blade,71,3,,,,,,,,,,,,,,,0,0,40,15,5,,,present,,,10.5,48.3,6.44,21.5,16.3,,survived_t4
X_w10d-30B-t2,,,kelp_wild10disr_30B_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild10disr,t4,False,wild,10,disr,30,B,t2,na,469,7,4,1,,,,,,,,,,,,,40,0,40,15,5,,,,,,,,,,,,survived_t4
267_w10d-30B-t3,,267,kelp_wild10disr_30B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,30,B,t3,blade,72,10,,,3,0.75,,,,,7,0.875,,,,,15,0,40,15,5,,0.77,,1.22,1.23,,,,,,,survived_t4
67_w10d-30B-t4,,67,kelp_wild10disr_30B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,30,B,t4,blade,73,13,,,,,3,3,1,1,,,10,10,0.909090909,0.909090909,5,0,40,15,5,0.05,,present,,,,,,,,19.1,survived_t4
233_w10d-30C-t1,,233,kelp_wild10disr_30C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,30,C,t1,blade,74,3,,,,,,,,,,,,,,,0,0,2,5,2,,,present,,,25,59.9,13.31,16,18.9,,survived_t4
X_w10d-30C-t2,,,kelp_wild10disr_30C_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild10disr,t4,False,wild,10,disr,30,C,t2,na,470,5,2,0.5,,,,,,,,,,,,,2,0,2,5,2,,,,,,,,,,,,survived_t4
288_w10d-30C-t3,,288,kelp_wild10disr_30C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,30,C,t3,blade,75,9.5,,,4.5,1.125,,,,,6.5,0.8125,,,,,5,0,2,5,2,,0.754,,1.16,2.22,,,,,,,survived_t4
78_w10d-30C-t4,,78,kelp_wild10disr_30C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,30,C,t4,blade,76,17,,,,,7.5,7.5,2.5,2.5,,,14,14,1.272727273,1.272727273,2,0,2,5,2,0.09,,present,,,,,,,,19.2,survived_t4
161_w10d-31A-t1,,161,kelp_wild10disr_31A_DNA16S_died_t3,False,False,True,True,False,true sample,swab,kelp_wild10disr,t3,True,wild,10,disr,31,A,t1,blade,77,3,,,,,,,,,,,,,,,0,0,15,50,1,,,absent,,,9.5,25.7,1.34,8,8.2,,died_t3
X_w10d-31A-t2,,,kelp_wild10disr_31A_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild10disr,t3,True,wild,10,disr,31,A,t2,na,471,5.5,2.5,0.625,,,,,,,,,,,,,15,0,15,50,1,,,,,,,,,,,,died_t3
256_w10d-31A-t3,,256,kelp_wild10disr_31A_DNA16S_died_t3,False,False,True,True,False,true sample,swab,kelp_wild10disr,t3,True,wild,10,disr,31,A,t3,blade,78,8,,,2.5,0.625,,,,,5,0.625,,,,,50,0,15,50,1,,0.757,,0.97,0.83,,,,,,,died_t3
29_w10d-31A-t4,,29,kelp_wild10disr_31A_DNA16S_died_t3,False,False,True,True,False,true sample,swab,kelp_wild10disr,t3,True,wild,10,disr,31,A,t4,blade,79,,,,,,,,,,,,,,,,1,0,15,50,1,0.05,,present,,,,,,,,9,died_t3
214_w10d-31B-t1,,214,kelp_wild10disr_31B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,31,B,t1,blade,80,3,,,,,,,,,,,,,,,0,0,60,60,10,,,present,,,31,82.3,15.76,25,26.3,,survived_t4
X_w10d-31B-t2,,,kelp_wild10disr_31B_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild10disr,t4,False,wild,10,disr,31,B,t2,na,472,8,5,1.25,,,,,,,,,,,,,60,0,60,60,10,,,,,,,,,,,,survived_t4
268_w10d-31B-t3,NS.X0321.002.NEBNext_dual_i7_212---NEBNext_dual_i5_260.268_w10d-31B-t3_R1.fastq.gz,268,kelp_wild10disr_31B_DNA16S_RNA_survived_t4,False,False,True,True,True,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,31,B,t3,blade,81,13.5,,,5.5,1.375,,,,,10.5,1.3125,,,,,60,0,60,60,10,,0.758,,1.4,4.04,,,,,,,survived_t4
68_w10d-31B-t4,,68,kelp_wild10disr_31B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,31,B,t4,blade,82,15,,,,,1.5,1.5,0.5,0.5,,,12,12,1.090909091,1.090909091,10,0,60,60,10,0.06,,present,,,,,,,,32.9,survived_t4
234_w10d-31C-t1,,234,kelp_wild10disr_31C_DNA16S_died_t3,False,False,True,True,False,true sample,swab,kelp_wild10disr,t3,True,wild,10,disr,31,C,t1,blade,83,3,,,,,,,,,,,,,,,0,0,70,50,7,,,absent,,,18.5,71.1,6.26,18.5,34.1,,died_t3
X_w10d-31C-t2,,,kelp_wild10disr_31C_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild10disr,t3,True,wild,10,disr,31,C,t2,na,473,6,3,0.75,,,,,,,,,,,,,70,0,70,50,7,,,,,,,,,,,,died_t3
298_w10d-31C-t3,NS.X0321.002.NEBNext_dual_i7_213---NEBNext_dual_i5_261.298_w10d-31C-t3_R1.fastq.gz,298,kelp_wild10disr_31C_DNA16S_RNA_died_t3,False,False,True,True,True,true sample,swab,kelp_wild10disr,t3,True,wild,10,disr,31,C,t3,blade,84,8,,,2,0.5,,,,,5,0.625,,,,,50,0,70,50,7,,0.749,,1.12,1.53,,,,,,,died_t3
79_w10d-31C-t4,,79,kelp_wild10disr_31C_DNA16S_died_t3,False,False,True,True,False,true sample,swab,kelp_wild10disr,t3,True,wild,10,disr,31,C,t4,blade,85,,,,,,,,,,,,,,,,7,0,70,50,7,0.05,,present,,,,,,,,34.8,died_t3
162_w10d-36A-t1,,162,kelp_wild10disr_36A_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,36,A,t1,blade,86,3,,,,,,,,,,,,,,,0,0,5,2,2,,,present,,,19.5,45,4.07,13.5,12,,survived_t4
X_w10d-36A-t2,,,kelp_wild10disr_36A_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild10disr,t4,False,wild,10,disr,36,A,t2,na,474,9,6,1.5,,,,,,,,,,,,,5,0,5,2,2,,,,,,,,,,,,survived_t4
257_w10d-36A-t3,,257,kelp_wild10disr_36A_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,36,A,t3,blade,87,17,,,8,2,,,,,14,1.75,,,,,2,0,5,2,2,,0.734,,1.15,4.07,,,,,,,survived_t4
30_w10d-36A-t4,,30,kelp_wild10disr_36A_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,36,A,t4,blade,88,25,,,,,8,8,2.666666667,2.666666667,,,22,22,2,2,2,0,5,2,2,0.06,,present,,,,,,,,17.4,survived_t4
215_w10d-36B-t1,,215,kelp_wild10disr_36B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,36,B,t1,blade,89,3,,,,,,,,,,,,,,,0,0,2,2,2,,,present,,,21,49.8,6.46,15,13.8,,survived_t4
X_w10d-36B-t2,,,kelp_wild10disr_36B_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild10disr,t4,False,wild,10,disr,36,B,t2,na,475,9.5,6.5,1.625,,,,,,,,,,,,,2,0,2,2,2,,,,,,,,,,,,survived_t4
269_w10d-36B-t3,,269,kelp_wild10disr_36B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,36,B,t3,blade,90,20,,,10.5,2.625,,,,,17,2.125,,,,,2,0,2,2,2,,0.794,,1.15,2.19,,,,,,,survived_t4
69_w10d-36B-t4,,69,kelp_wild10disr_36B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,36,B,t4,blade,91,25.5,,,,,5.5,5.5,1.833333333,1.833333333,,,22.5,22.5,2.045454545,2.045454545,2,0,2,2,2,0.06,,present,,,,,,,,31.9,survived_t4
235_w10d-36C-t1,,235,kelp_wild10disr_36C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,36,C,t1,blade,92,3,,,,,,,,,,,,,,,0,0,5,7,3,,,present,,,16.5,68.5,8.66,24,28,,survived_t4
X_w10d-36C-t2,,,kelp_wild10disr_36C_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild10disr,t4,False,wild,10,disr,36,C,t2,na,476,7.5,4.5,1.125,,,,,,,,,,,,,5,0,5,7,3,,,,,,,,,,,,survived_t4
299_w10d-36C-t3,,299,kelp_wild10disr_36C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,36,C,t3,blade,93,13.5,,,6,1.5,,,,,10.5,1.3125,,,,,7,0,5,7,3,,0.693,,0.83,1.3,,,,,,,survived_t4
80_w10d-36C-t4,,80,kelp_wild10disr_36C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,36,C,t4,blade,94,16,,,,,2.5,2.5,0.833333333,0.833333333,,,13,13,1.181818182,1.181818182,3,0,5,7,3,0.05,,present,,,,,,,,34.7,survived_t4
144_c10n-20B-t1,,144,kelp_cult10nat_20B_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,20,B,t1,blade,95,3,,,,,,,,,,,,,,,0,0,0,0,5,,,absent,,,8,30.2,3.82,15.5,6.7,,survived_t4
X_c10n-20B-t2,,,kelp_cult10nat_20B_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,20,B,t2,na,481,5,2,0.5,,,,,,,,,,,,,0,0,0,0,5,,,,,,,,,,,,survived_t4
334_c10n-20B-t3,,334,kelp_cult10nat_20B_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,20,B,t3,blade,96,13.5,,,8.5,2.125,,,,,10.5,1.3125,,,,,0,0,0,0,5,,0.727,,1.01,1.94,,,,,,,survived_t4
116_c10n-20B-t4,,116,kelp_cult10nat_20B_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,20,B,t4,blade,97,18.5,,,,,5,5,1.666666667,1.666666667,,,15.5,15.5,1.409090909,1.409090909,5,0,0,0,5,0.07,,present,,,,,,,,8.3,survived_t4
201_c10n-20C-t1,,201,kelp_cult10nat_20C_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,20,C,t1,blade,98,3,,,,,,,,,,,,,,,0,0,0,0,10,,,absent,,,10,25.5,2.61,6.5,9,,survived_t4
X_c10n-20C-t2,,,kelp_cult10nat_20C_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,20,C,t2,na,482,7,4,1,,,,,,,,,,,,,0,0,0,0,10,,,,,,,,,,,,survived_t4
347_c10n-20C-t3,NS.X0321.002.NEBNext_dual_i7_214---NEBNext_dual_i5_262.347_c10n-20C-t3_R1.fastq.gz,347,kelp_cult10nat_20C_DNA16S_RNA_survived_t4,False,True,False,True,True,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,20,C,t3,blade,99,11.5,,,4.5,1.125,,,,,8.5,1.0625,,,,,0,0,0,0,10,,0.698,,1.29,2.24,,,,,,,survived_t4
2_c10n-20C-t4,,2,kelp_cult10nat_20C_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,20,C,t4,blade,100,11.5,,,,,0,0,0,0,,,8.5,8.5,0.772727273,0.772727273,10,0,0,0,10,0.06,,,,,,,,,,9.8,survived_t4
224_c10n-20E-t1,,224,kelp_cult10nat_20E_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,20,E,t1,blade,101,3,,,,,,,,,,,,,,,0,0,5,10,3,,,absent,,,8.5,24,3.11,8,7.5,,survived_t4
X_c10n-20E-t2,,,kelp_cult10nat_20E_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,20,E,t2,na,487,7.5,4.5,1.125,,,,,,,,,,,,,5,0,5,10,3,,,,,,,,,,,,survived_t4
349_c10n-20E-t3,,349,kelp_cult10nat_20E_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,20,E,t3,blade,102,11.5,,,4,1,,,,,8.5,1.0625,,,,,10,0,5,10,3,,0.772,,0.95,1.54,,,,,,,survived_t4
117_c10n-20E-t4,,117,kelp_cult10nat_20E_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,20,E,t4,blade,103,13,,,,,1.5,1.5,0.5,0.5,,,10,10,0.909090909,0.909090909,3,0,5,10,3,0.05,,,,,,,,,,8.3,survived_t4
145_c10n-28B-t1,,145,kelp_cult10nat_28B_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,28,B,t1,blade,104,3,,,,,,,,,,,,,,,0,0,5,40,2,,,absent,,,15,35.3,5.29,10.5,9.8,,survived_t4
X_c10n-28B-t2,,,kelp_cult10nat_28B_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,28,B,t2,na,496,6.5,3.5,0.875,,,,,,,,,,,,,5,0,5,40,2,,,,,,,,,,,,survived_t4
335_c10n-28B-t3,,335,kelp_cult10nat_28B_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,28,B,t3,blade,105,8.5,,,2,0.5,,,,,5.5,0.6875,,,,,40,0,5,40,2,,0.861,,1.04,2.4,,,,,,,survived_t4
118_c10n-28B-t4,,118,kelp_cult10nat_28B_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,28,B,t4,blade,106,8.5,,,,,0,0,0,0,,,5.5,5.5,0.5,0.5,2,0,5,40,2,0.05,,,,,,,,,,10.5,survived_t4
202_c10n-28D-t1,,202,kelp_cult10nat_28D_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,28,D,t1,blade,107,3,,,,,,,,,,,,,,,0,0,0,5,3,,,absent,,,11.3,28.7,2.97,10.6,6.8,,survived_t4
X_c10n-28D-t2,,,kelp_cult10nat_28D_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,28,D,t2,na,501,7,4,1,,,,,,,,,,,,,0,0,0,5,3,,,,,,,,,,,,survived_t4
346_c10n-28D-t3,,346,kelp_cult10nat_28D_DNA16S_RNA_survived_t4,False,True,False,True,True,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,28,D,t3,blade,108,13,,,6,1.5,,,,,10,1.25,,,,,5,0,0,5,3,,0.756,,1.09,1.8,,,,,,,survived_t4
4_c10n-28D-t4,,4,kelp_cult10nat_28D_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,28,D,t4,blade,109,18.5,,,,,5.5,5.5,1.833333333,1.833333333,,,15.5,15.5,1.409090909,1.409090909,3,0,0,5,3,0.06,,present,,,,,,,,8.4,survived_t4
225_c10n-28E-t1,,225,kelp_cult10nat_28E_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,28,E,t1,blade,110,3,,,,,,,,,,,,,,,0,0,0,2,10,,,absent,,,10.5,25.2,3.58,6.5,8.2,,survived_t4
X_c10n-28E-t2,,,kelp_cult10nat_28E_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,28,E,t2,na,502,10.5,7.5,1.875,,,,,,,,,,,,,0,0,0,2,10,,,,,,,,,,,,survived_t4
348_c10n-28E-t3,,348,kelp_cult10nat_28E_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,28,E,t3,blade,111,12.5,,,2,0.5,,,,,9.5,1.1875,,,,,2,0,0,2,10,,0.794,,0.92,1.43,,,,,,,survived_t4
119_c10n-28E-t4,,119,kelp_cult10nat_28E_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,28,E,t4,blade,112,19,,,,,6.5,6.5,2.166666667,2.166666667,,,16,16,1.454545455,1.454545455,10,0,0,2,10,0.07,,present,,,,,,,,9.7,survived_t4
146_c10n-29B-t1,,146,kelp_cult10nat_29B_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,29,B,t1,blade,113,3,,,,,,,,,,,,,,,0,0,5,2,2,,,absent,,,18,36.3,5.74,8.5,9.8,,survived_t4
X_c10n-29B-t2,,,kelp_cult10nat_29B_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,29,B,t2,na,511,7,4,1,,,,,,,,,,,,,5,0,5,2,2,,,,,,,,,,,,survived_t4
336_c10n-29B-t3,,336,kelp_cult10nat_29B_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,29,B,t3,blade,114,12.5,,,5.5,1.375,,,,,9.5,1.1875,,,,,2,0,5,2,2,,0.761,,1.01,1.31,,,,,,,survived_t4
5_c10n-29B-t4,,5,kelp_cult10nat_29B_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,29,B,t4,blade,115,15.5,,,,,3,3,1,1,,,12.5,12.5,1.136363636,1.136363636,2,0,5,2,2,0.07,,present,,,,,,,,12.6,survived_t4
203_c10n-29C-t1,,203,kelp_cult10nat_29C_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,29,C,t1,blade,116,3,,,,,,,,,,,,,,,0,0,1,1,2,,,absent,,,9.5,19.3,2.7,5,4.8,,survived_t4
X_c10n-29C-t2,,,kelp_cult10nat_29C_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,29,C,t2,na,512,8,5,1.25,,,,,,,,,,,,,1,0,1,1,2,,,,,,,,,,,,survived_t4
345_c10n-29C-t3,NS.X0321.002.NEBNext_dual_i7_216---NEBNext_dual_i5_264.345_c10n-29C-t3_R1.fastq.gz,345,kelp_cult10nat_29C_DNA16S_RNA_survived_t4,False,True,False,True,True,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,29,C,t3,blade,117,12.5,,,4.5,1.125,,,,,9.5,1.1875,,,,,1,0,1,1,2,,0.824,,0.98,0.93,,,,,,,survived_t4
120_c10n-29C-t4,,120,kelp_cult10nat_29C_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,29,C,t4,blade,118,14,,,,,1.5,1.5,0.5,0.5,,,11,11,1,1,2,0,1,1,2,0.05,,,,,,,,,,5.6,survived_t4
226_c10n-29F-t1,,226,kelp_cult10nat_29F_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,29,F,t1,blade,119,3,,,,,,,,,,,,,,,0,0,1,5,2,,,absent,,,16,70,15.01,40,14,,survived_t4
X_c10n-29F-t2,,,kelp_cult10nat_29F_no_sequence_survived_t4,False,True,False,False,False,,,kelp_cult10nat,t4,False,cult,10,nat,29,F,t2,na,521,8,5,1.25,,,,,,,,,,,,,1,0,1,5,2,,,,,,,,,,,,survived_t4
344_c10n-29F-t3,,344,kelp_cult10nat_29F_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,29,F,t3,blade,120,15,,,7,1.75,,,,,12,1.5,,,,,5,0,1,5,2,,0.733,,1.11,2.96,,,,,,,survived_t4
15_c10n-29F-t4,,15,kelp_cult10nat_29F_DNA16S_survived_t4,False,True,False,True,False,true sample,swab,kelp_cult10nat,t4,False,cult,10,nat,29,F,t4,blade,121,25,,,,,10,10,3.333333333,3.333333333,,,22,22,2,2,2,0,1,5,2,0.06,,present,,,,,,,,17,survived_t4
136_w14n-5A-t1,,136,kelp_wild14nat_5A_DNA16S_died_t3,False,False,True,True,False,true sample,swab,kelp_wild14nat,t3,True,wild,14,nat,5,A,t1,blade,122,3,,,,,,,,,,,,,,,0,0,5,5,10,,,absent,,,26,83.2,21.21,27.5,29.7,,died_t3
X_w14n-5A-t2,,,kelp_wild14nat_5A_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild14nat,t3,True,wild,14,nat,5,A,t2,na,522,9,6,1.5,,,,,,,,,,,,,5,0,5,5,10,,,,,,,,,,,,died_t3
244_w14n-5A-t3,NS.X0321.002.NEBNext_dual_i7_217---NEBNext_dual_i5_265.244_w14n-5A-t3_R1.fastq.gz,244,kelp_wild14nat_5A_DNA16S_RNA_died_t3,False,False,True,True,True,true sample,swab,kelp_wild14nat,t3,True,wild,14,nat,5,A,t3,blade,123,16,,,7,1.75,,,,,13,1.625,,,,,5,0,5,5,10,,0.761,,1.16,1.97,,,,,,,died_t3
49_w14n-5A-t4,,49,kelp_wild14nat_5A_DNA16S_died_t3,False,False,True,True,False,true sample,swab,kelp_wild14nat,t3,True,wild,14,nat,5,A,t4,blade,124,,,,,,,,,,,,,,,,10,0,5,5,10,0.07,,present,,,,,,,,33.5,died_t3
149_w14n-5B-t1,,149,kelp_wild14nat_5B_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild14nat,t4,False,wild,14,nat,5,B,t1,blade,125,3,,,,,,0,,0,,,,,,,0,0,0,0,2,,,present,,,7,37.9,2.73,17.5,13.4,,survived_t4
X_w14n-5B-t2,,,kelp_wild14nat_5B_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild14nat,t4,False,wild,14,nat,5,B,t2,na,523,7,4,1,,,,0,,0,,,,,,,0,0,0,0,2,,,,,,,,,,,,survived_t4
293_w14n-5B-t3,,293,kelp_wild14nat_5B_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild14nat,t4,False,wild,14,nat,5,B,t3,blade,126,9.5,,,2.5,0.625,,0,,0,6.5,0.8125,,6.5,,0.8125,0,0,0,0,2,,0.824,,1.12,1.16,,,,,,,survived_t4
89_w14n-5B-t4,,89,kelp_wild14nat_5B_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild14nat,t4,False,wild,14,nat,5,B,t4,blade,127,9,,,,,-0.5,0,-0.166666667,0,,,6,,0.545454545,,2,0,0,0,2,0.06,,,,,,,,,,na,survived_t4
192_w14n-5C-t1,,192,kelp_wild14nat_5C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild14nat,t4,False,wild,14,nat,5,C,t1,blade,128,3,,,,,,,,,,,,,,,0,0,0,1,7,,,absent,,,20.4,84.7,8.5,23,41.3,,survived_t4
X_w14n-5C-t2,,,kelp_wild14nat_5C_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild14nat,t4,False,wild,14,nat,5,C,t2,na,524,8,5,1.25,,,,,,,,,,,,,0,0,0,1,7,,,,,,,,,,,,survived_t4
313_w14n-5C-t3,NS.X0321.002.NEBNext_dual_i7_218---NEBNext_dual_i5_266.313_w14n-5C-t3_R1.fastq.gz,313,kelp_wild14nat_5C_DNA16S_RNA_survived_t4,False,False,True,True,True,true sample,swab,kelp_wild14nat,t4,False,wild,14,nat,5,C,t3,blade,129,11.5,,,3.5,0.875,,,,,8.5,1.0625,,,,,1,0,0,1,7,,0.768,,0.99,1.78,,,,,,,survived_t4
97_w14n-5C-t4,,97,kelp_wild14nat_5C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild14nat,t4,False,wild,14,nat,5,C,t4,blade,130,13.5,,,,,2,2,0.666666667,0.666666667,,,10.5,10.5,0.954545455,0.954545455,7,0,0,1,7,0.04,,present,,,,,,,,35.4,survived_t4
137_w14n-8A-t1,,137,kelp_wild14nat_8A_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild14nat,t4,False,wild,14,nat,8,A,t1,blade,131,3,,,,,,,,,,,,,,,0,0,0,2,5,,,absent,,,22.5,60.9,7.44,20.5,17.9,,survived_t4
X_w14n-8A-t2,,,kelp_wild14nat_8A_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild14nat,t4,False,wild,14,nat,8,A,t2,na,525,10,7,1.75,,,,,,,,,,,,,0,0,0,2,5,,,,,,,,,,,,survived_t4
