sampleID,filename_R1,extraction_no,label,growth_t4_corrected,in_obj_TempOrigin,in_obj_TempSurface,seq_DNA16S,seq_RNAmetatr,Sample_or_Control,sample_typ,sample_combi_this_is_treatment_group,last_timepoint,died_during_experiment,treat_origin,treat_temp,treat_surface,tank,pseudorep,dayt,swab,order,growth_punch,punch_length_t1t2,growth_rate_t1t2,punch_length_t2t3,growth_rate_t2t3,punch_length_t3t4,punch_length_t3t4_corrected,growth_rate_t3t4,growth_rate_t3t4_corrected,punch_length_t1t3,growth_rate_t1t3,punch_length_t1t4,punch_length_t1t4_corrected,growth_rate_t1t4,growth_rate_t1t4_corrected,bleach_bl,bleach_bl_t1,bleach_bl_t2,bleach_bl_t3,bleach_bl_t4,weight_punch,FvFm,wartz,weight_t3 samples,weight_t3 leftover,length_bl_t1,length_total_t1,weight_total_t1,diam_bulb_t1,length_sthf_t1,length_sthf_t4,survival_status
109_w18d-1F-t4,,109,kelp_wild18disr_1F_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,1,F,t4,blade,263,8.5,,,,,2,2,0.666666667,0.666666667,,,5.5,5.5,0.5,0.5,45,0,55,60,45,0.07,,present,,,,,,,,23.5,survived_t4
127_w18d-7B-t1,,127,kelp_wild18disr_7B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,7,B,t1,blade,264,3,,,,,,,,,,,,,,,0,0,80,40,25,,,absent,,,17.9,73.2,6.54,20,35.3,,survived_t4
X_w18d-7B-t2,,,kelp_wild18disr_7B_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,7,B,t2,na,648,6.5,3.5,0.875,,,,,,,,,,,,,80,0,80,40,25,,,,,,,,,,,,survived_t4
248_w18d-7B-t3,,248,kelp_wild18disr_7B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,7,B,t3,blade,265,7,,,0.5,0.125,,,,,4,0.5,,,,,40,0,80,40,25,,0.785,,0.81,0.84,,,,,,,survived_t4
17_w18d-7B-t4,,17,kelp_wild18disr_7B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,7,B,t4,blade,266,8,,,,,1,1,0.333333333,0.333333333,,,5,5,0.454545455,0.454545455,25,0,80,40,25,,,,,,,,,,,36.7,survived_t4
169_w18d-7C-t1,,169,kelp_wild18disr_7C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,7,C,t1,blade,267,3,,,,,,,,,,,,,,,0,0,65,50,20,,,present,,,10.5,48,6.85,20.5,17,,survived_t4
X_w18d-7C-t2,,,kelp_wild18disr_7C_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,7,C,t2,na,649,5,2,0.5,,,,,,,,,,,,,65,0,65,50,20,,,,,,,,,,,,survived_t4
278_w18d-7C-t3,NS.X0321.002.NEBNext_dual_i7_226---NEBNext_dual_i5_274.278_w18d-7C-t3_R1.fastq.gz,278,kelp_wild18disr_7C_DNA16S_RNA_survived_t4,False,False,True,True,True,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,7,C,t3,blade,268,5,,,0,0,,,,,2,0.25,,,,,50,0,65,50,20,,0.754,,0.67,0.44,,,,,,,survived_t4
43_w18d-7C-t4,,43,kelp_wild18disr_7C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,7,C,t4,blade,269,5,,,,,0,0,0,0,,,2,2,0.181818182,0.181818182,20,0,65,50,20,0.07,,present,,,,,,,,16.7,survived_t4
183_w18d-7F-t1,,183,kelp_wild18disr_7F_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,7,F,t1,blade,270,3,,,,,,0,,0,,,,,,,0,0,15,40,50,,,absent,,,27.2,55.4,5.49,14,14.2,,survived_t4
X_w18d-7F-t2,,,kelp_wild18disr_7F_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,7,F,t2,na,658,7,4,1,,,,0,,0,,,,,,,15,0,15,40,50,,,,,,,,,,,,survived_t4
320_w18d-7F-t3,,320,kelp_wild18disr_7F_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,7,F,t3,blade,271,9.5,,,2.5,0.625,,0,,0,6.5,0.8125,,6.5,,0.8125,40,0,15,40,50,,0.796,,0.94,1.52,,,,,,,survived_t4
81_w18d-7F-t4,,81,kelp_wild18disr_7F_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,7,F,t4,blade,272,8.5,,,,,-1,0,-0.333333333,0,,,5.5,,0.5,,50,0,15,40,50,0.05,,present,,,,,,,,16.3,survived_t4
128_w18d-11B-t1,,128,kelp_wild18disr_11B_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,11,B,t1,blade,273,3,,,,,,0,,0,,,,,,,0,0,20,80,60,,,absent,,,28,74,16.65,34,12,,survived_t4
X_w18d-11B-t2,,,kelp_wild18disr_11B_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,11,B,t2,na,663,6,3,0.75,,,,0,,0,,,,,,,20,0,20,80,60,,,,,,,,,,,,survived_t4
249_w18d-11B-t3,,249,kelp_wild18disr_11B_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,11,B,t3,blade,274,8.5,,,2.5,0.625,,0,,0,5.5,0.6875,,5.5,,0.6875,80,0,20,80,60,,0.812,,0,1.85,,,,,,,survived_t4
18_w18d-11B-t4,,18,kelp_wild18disr_11B_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,11,B,t4,blade,275,5,,,,,-3.5,0,-1.166666667,0,,,2,,0.181818182,,60,0,20,80,60,,,,,,,,,,,13.2,survived_t4
170_w18d-11C-t1,,170,kelp_wild18disr_11C_DNA16S_died_t2,False,False,True,True,False,true sample,swab,kelp_wild18disr,t2,True,wild,18,disr,11,C,t1,blade,276,3,,,,,,,,,,,,,,,0,0,50,95,90,,,present,,,12.5,53.9,8.3,24,17.4,,died_t2
X_w18d-11C-t2,,,kelp_wild18disr_11C_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,11,C,t2,na,664,5.5,2.5,0.625,,,,,,,,,,,,,50,0,50,95,90,,,,,,,,,,,,died_t2
279_w18d-11C-t3,,279,kelp_wild18disr_11C_DNA16S_died_t2,False,False,True,True,False,true sample,swab,kelp_wild18disr,t2,True,wild,18,disr,11,C,t3,blade,277,,,,,,,,,,,,,,,,95,0,50,95,90,,0.837,,0,0.69,,,,,,,died_t2
X_w18d-11C-t4,,,kelp_wild18disr_11C_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild18disr,t2,True,wild,18,disr,11,C,t4,mixed (bl/bu),665,,,,,,,,,,,,,,,,90,0,50,95,90,,,present,,,,,,,,17.7,died_t2
184_w18d-11D-t1,,184,kelp_wild18disr_11D_DNA16S_died_t3,False,False,True,True,False,true sample,swab,kelp_wild18disr,t3,True,wild,18,disr,11,D,t1,blade,278,3,,,,,,,,,,,,,,,0,0,50,95,95,,,present,,,12,87.5,14.69,32,43.5,,died_t3
X_w18d-11D-t2,,,kelp_wild18disr_11D_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,11,D,t2,na,666,4.5,1.5,0.375,,,,,,,,,,,,,50,0,50,95,95,,,,,,,,,,,,died_t3
314_w18d-11D-t3,,314,kelp_wild18disr_11D_DNA16S_died_t3,False,False,True,True,False,true sample,swab,kelp_wild18disr,t3,True,wild,18,disr,11,D,t3,blade,279,3.5,,,-1,-0.25,,,,,0.5,0.0625,,,,,95,0,50,95,95,,0.774,,0,1.32,,,,,,,died_t3
X_w18d-11D-t4,,,kelp_wild18disr_11D_no_sequence_died_t3,False,False,True,False,False,,,kelp_wild18disr,t3,True,wild,18,disr,11,D,t4,mixed (bl/bu),667,,,,,,,,,,,,,,,,95,0,50,95,95,,,present,,,,,,,,41.2,died_t3
129_w18d-23A-t1,,129,kelp_wild18disr_23A_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,23,A,t1,blade,280,3,,,,,,0,,0,,,,,,,0,0,55,50,5,,,present,,,27,77.4,9.91,18,32.4,,survived_t4
X_w18d-23A-t2,,,kelp_wild18disr_23A_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,A,t2,na,676,5,2,0.5,,,,0,,0,,,,,,,55,0,55,50,5,,,,,,,,,,,,survived_t4
280_w18d-23A-t3,,280,kelp_wild18disr_23A_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,23,A,t3,blade,281,6.5,,,1.5,0.375,,0,,0,3.5,0.4375,,3.5,,0.4375,50,0,55,50,5,,0.833,,0,1.79,,,,,,,survived_t4
19_w18d-23A-t4,,19,kelp_wild18disr_23A_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,23,A,t4,blade,282,6,,,,,-0.5,0,-0.166666667,0,,,3,,0.272727273,,5,0,55,50,5,0.08,,present,,,,,,,,33.7,survived_t4
171_w18d-23C-t1,,171,kelp_wild18disr_23C_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,23,C,t1,blade,283,3,,,,,,0,,0,,,,,,,0,0,70,65,13,,,present,,,23,56.5,5.96,16,17.5,,survived_t4
X_w18d-23C-t2,,,kelp_wild18disr_23C_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,C,t2,na,681,6.5,3.5,0.875,,,,0,,0,,,,,,,70,0,70,65,13,,,,,,,,,,,,survived_t4
318_w18d-23C-t3,NS.X0321.002.NEBNext_dual_i7_227---NEBNext_dual_i5_275.318_w18d-23C-t3_R1.fastq.gz,318,kelp_wild18disr_23C_DNA16S_RNA_survived_t4,True,False,True,True,True,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,23,C,t3,blade,284,9,,,2.5,0.625,,0,,0,6,0.75,,6,,0.75,65,0,70,65,13,,0.722,,0,1.26,,,,,,,survived_t4
44_w18d-23C-t4,,44,kelp_wild18disr_23C_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,23,C,t4,blade,285,8.5,,,,,-0.5,0,-0.166666667,0,,,5.5,,0.5,,13,0,70,65,13,0.08,,present,,,,,,,,18.9,survived_t4
185_w18d-23E-t1,,185,kelp_wild18disr_23E_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,23,E,t1,blade,286,3,,,,,,0,,0,,,,,,,0,0,80,60,25,,,absent,,,9.4,24.6,3.07,7.5,7.7,,survived_t4
X_w18d-23E-t2,,,kelp_wild18disr_23E_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,23,E,t2,na,686,5.5,2.5,0.625,,,,0,,0,,,,,,,80,0,80,60,25,,,,,,,,,,,,survived_t4
332_w18d-23E-t3,NS.X0321.002.NEBNext_dual_i7_228---NEBNext_dual_i5_276.332_w18d-23E-t3_R1.fastq.gz,332,kelp_wild18disr_23E_DNA16S_RNA_survived_t4,True,False,True,True,True,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,23,E,t3,blade,287,7,,,1.5,0.375,,0,,0,4,0.5,,4,,0.5,60,0,80,60,25,,0.865,,0,0.76,,,,,,,survived_t4
82_w18d-23E-t4,,82,kelp_wild18disr_23E_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,23,E,t4,blade,288,6.5,,,,,-0.5,0,-0.166666667,0,,,3.5,,0.318181818,,25,0,80,60,25,0.06,,present,,,,,,,,7.8,survived_t4
130_w18d-38A-t1,,130,kelp_wild18disr_38A_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,38,A,t1,blade,289,3,,,,,,,,,,,,,,,0,0,5,35,15,,,absent,,,16.2,49.9,3.13,12,21.7,,survived_t4
X_w18d-38A-t2,,,kelp_wild18disr_38A_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,38,A,t2,na,691,7,4,1,,,,,,,,,,,,,5,0,5,35,15,,,,,,,,,,,,survived_t4
281_w18d-38A-t3,,281,kelp_wild18disr_38A_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,38,A,t3,blade,290,9,,,2,0.5,,,,,6,0.75,,,,,35,0,5,35,15,,0.761,,1.35,1.7,,,,,,,survived_t4
20_w18d-38A-t4,,20,kelp_wild18disr_38A_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,38,A,t4,blade,291,9.5,,,,,0.5,0.5,0.166666667,0.166666667,,,6.5,6.5,0.590909091,0.590909091,15,0,5,35,15,0.06,,present,,,,,,,,24.1,survived_t4
172_w18d-38B-t1,,172,kelp_wild18disr_38B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,38,B,t1,blade,292,3,,,,,,,,,,,,,,,0,0,1,55,50,,,present,,,22,57.1,4.64,16.5,18.6,,survived_t4
X_w18d-38B-t2,,,kelp_wild18disr_38B_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,38,B,t2,na,692,8.5,5.5,1.375,,,,,,,,,,,,,1,0,1,55,50,,,,,,,,,,,,survived_t4
317_w18d-38B-t3,,317,kelp_wild18disr_38B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,38,B,t3,blade,293,12,,,3.5,0.875,,,,,9,1.125,,,,,55,0,1,55,50,,0.765,,1.66,2.65,,,,,,,survived_t4
45_w18d-38B-t4,,45,kelp_wild18disr_38B_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,38,B,t4,blade,294,14,,,,,2,2,0.666666667,0.666666667,,,11,11,1,1,50,0,1,55,50,0.06,,present,,,,,,,,28.1,survived_t4
186_w18d-38F-t1,,186,kelp_wild18disr_38F_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,38,F,t1,blade,295,3,,,,,,,,,,,,,,,0,0,18,50,35,,,absent,,,23,87.2,7.01,24,40.2,,survived_t4
X_w18d-38F-t2,,,kelp_wild18disr_38F_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild18disr,t4,False,wild,18,disr,38,F,t2,na,705,8,5,1.25,,,,,,,,,,,,,18,0,18,50,35,,,,,,,,,,,,survived_t4
333_w18d-38F-t3,,333,kelp_wild18disr_38F_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,38,F,t3,blade,296,10.5,,,2.5,0.625,,,,,7.5,0.9375,,,,,50,0,18,50,35,,0.767,,0.98,0.68,,,,,,,survived_t4
110_w18d-38F-t4,,110,kelp_wild18disr_38F_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild18disr,t4,False,wild,18,disr,38,F,t4,blade,297,12,,,,,1.5,1.5,0.5,0.5,,,9,9,0.818181818,0.818181818,35,0,18,50,35,0.06,,,,,,,,,,43.2,survived_t4
123_c18n-9B-t1,,123,kelp_cult18nat_9B_DNA16S_died_t3,False,True,False,True,False,true sample,swab,kelp_cult18nat,t3,True,cult,18,nat,9,B,t1,blade,298,3,,,,,,,,,,,,,,,na,,70,95,,,,absent,,,12,37.2,4.33,13,12.2,,died_t3
X_c18n-9B-t2,,,kelp_cult18nat_9B_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,B,t2,na,710,5.5,2.5,0.625,,,,,,,,,,,,,70,,70,95,,,,,,,,,,,,,died_t3
250_c18n-9B-t3,,250,kelp_cult18nat_9B_DNA16S_died_t3,False,True,False,True,False,true sample,swab,kelp_cult18nat,t3,True,cult,18,nat,9,B,t3,blade,299,4.5,,,-1,-0.25,,,,,1.5,0.1875,,,,,95,,70,95,,,0.704,,0,0.72,,,,,,,died_t3
X_c18n-9B-t4,,,kelp_cult18nat_9B_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,B,t4,bulb,711,,,,,,,,,,,,,,,,na,,70,95,,,,,,,,,,,,13,died_t3
141_c18n-9D-t1,,141,kelp_cult18nat_9D_DNA16S_died_t3,False,True,False,True,False,true sample,swab,kelp_cult18nat,t3,True,cult,18,nat,9,D,t1,blade,300,3,,,,,,,,,,,,,,,0,0,20,95,,,,absent,,,5.5,24.8,2.33,11.5,7.8,,died_t3
X_c18n-9D-t2,,,kelp_cult18nat_9D_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,D,t2,na,716,4.5,1.5,0.375,,,,,,,,,,,,,20,0,20,95,,,,,,,,,,,,,died_t3
340_c18n-9D-t3,NS.X0321.002.NEBNext_dual_i7_229---NEBNext_dual_i5_277.340_c18n-9D-t3_R1.fastq.gz,340,kelp_cult18nat_9D_DNA16S_RNA_died_t3,False,True,False,True,True,true sample,swab,kelp_cult18nat,t3,True,cult,18,nat,9,D,t3,blade,301,3.5,,,-1,-0.25,,,,,0.5,0.0625,,,,,95,0,20,95,,,0.755,,0,1.02,,,,,,,died_t3
X_c18n-9D-t4,,,kelp_cult18nat_9D_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,D,t4,bulb,717,,,,,,,,,,,,,,,,na,0,20,95,,,,,,,,,,,,7.1,died_t3
173_c18n-9E-t1,,173,kelp_cult18nat_9E_DNA16S_died_t3,False,True,False,True,False,true sample,swab,kelp_cult18nat,t3,True,cult,18,nat,9,E,t1,blade,302,3,,,,,,,,,,,,,,,0,0,50,95,,,,absent,,,14.5,26.3,3.53,5,6.8,,died_t3
X_c18n-9E-t2,,,kelp_cult18nat_9E_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,E,t2,na,718,6.5,3.5,0.875,,,,,,,,,,,,,50,0,50,95,,,,,,,,,,,,,died_t3
339_c18n-9E-t3,,339,kelp_cult18nat_9E_DNA16S_died_t3,False,True,False,True,False,true sample,swab,kelp_cult18nat,t3,True,cult,18,nat,9,E,t3,blade,303,4,,,-2.5,-0.625,,,,,1,0.125,,,,,95,0,50,95,,,0.751,,0,0.84,,,,,,,died_t3
X_c18n-9E-t4,,,kelp_cult18nat_9E_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,9,E,t4,bulb,719,,,,,,,,,,,,,,,,na,0,50,95,,,,,,,,,,,,7.3,died_t3
124_c18n-25C-t1,,124,kelp_cult18nat_25C_DNA16S_died_t1,False,True,False,True,False,true sample,swab,kelp_cult18nat,t1,True,cult,18,nat,25,C,t1,blade,304,3,,,,,,,,,,,,,,,0,0,70,95,95,,,absent,,,11,33.1,2.41,12,10.1,,died_t1
X_c18n-25C-t2,,,kelp_cult18nat_25C_no_sequence_died_t1,False,True,False,False,False,,,kelp_cult18nat,t1,True,cult,18,nat,25,C,t2,na,732,,,,,,,,,,,,,,,,70,0,70,95,95,,,,,,,,,,,,died_t1
251_c18n-25C-t3,,251,kelp_cult18nat_25C_DNA16S_died_t1,False,True,False,True,False,true sample,swab,kelp_cult18nat,t1,True,cult,18,nat,25,C,t3,blade,305,,,,,,,,,,,,,,,,95,0,70,95,95,,0.764,,0,0.15,,,,,,,died_t1
7_c18n-25C-t4,,7,kelp_cult18nat_25C_DNA16S_died_t1,False,True,False,True,False,true sample,swab,kelp_cult18nat,t1,True,cult,18,nat,25,C,t4,blade,306,,,,,,,,,,,,,,,,95,0,70,95,95,,,present,,,,,,,,10.1,died_t1
142_c18n-25D-t1,,142,kelp_cult18nat_25D_DNA16S_died_t3,False,True,False,True,False,true sample,swab,kelp_cult18nat,t3,True,cult,18,nat,25,D,t1,blade,307,3,,,,,,,,,,,,,,,0,0,80,95,95,,,absent,,,14.6,38.8,4.77,11,13.2,,died_t3
X_c18n-25D-t2,,,kelp_cult18nat_25D_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,25,D,t2,na,733,6,3,0.75,,,,,,,,,,,,,80,0,80,95,95,,,,,,,,,,,,died_t3
337_c18n-25D-t3,,337,kelp_cult18nat_25D_DNA16S_died_t3,False,True,False,True,False,true sample,swab,kelp_cult18nat,t3,True,cult,18,nat,25,D,t3,blade,308,5.5,,,-0.5,-0.125,,,,,2.5,0.3125,,,,,95,0,80,95,95,,0.711,,0,0.44,,,,,,,died_t3
X_c18n-25D-t4,,,kelp_cult18nat_25D_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,25,D,t4,bulb,734,,,,,,,,,,,,,,,,95,0,80,95,95,,,,,,,,,,,14.2,died_t3
174_c18n-25F-t1,,174,kelp_cult18nat_25F_DNA16S_survived_t4,True,True,False,True,False,true sample,swab,kelp_cult18nat,t4,False,cult,18,nat,25,F,t1,blade,309,3,,,,,,0,,0,,,,,,,0,0,0,85,55,,,absent,,,9,24.9,1.94,8,7.9,,survived_t4
X_c18n-25F-t2,,,kelp_cult18nat_25F_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult18nat,t4,False,cult,18,nat,25,F,t2,na,739,5,2,0.5,,,,0,,0,,,,,,,0,0,0,85,55,,,,,,,,,,,,survived_t4
341_c18n-25F-t3,NS.X0321.002.NEBNext_dual_i7_230---NEBNext_dual_i5_278.341_c18n-25F-t3_R1.fastq.gz,341,kelp_cult18nat_25F_DNA16S_RNA_survived_t4,True,True,False,True,True,true sample,swab,kelp_cult18nat,t4,False,cult,18,nat,25,F,t3,blade,310,5.5,,,0.5,0.125,,0,,0,2.5,0.3125,,2.5,,0.3125,85,0,0,85,55,,0.749,,0,0.46,,,,,,,survived_t4
8_c18n-25F-t4,,8,kelp_cult18nat_25F_DNA16S_survived_t4,True,True,False,True,False,true sample,swab,kelp_cult18nat,t4,False,cult,18,nat,25,F,t4,blade,311,5,,,,,-0.5,0,-0.166666667,0,,,2,,0.181818182,,55,0,0,85,55,0.06,,,,,,,,,,8.4,survived_t4
125_c18n-34D-t1,,125,kelp_cult18nat_34D_DNA16S_died_t3,False,True,False,True,False,true sample,swab,kelp_cult18nat,t3,True,cult,18,nat,34,D,t1,blade,312,3,,,,,,,,,,,,,,,0,0,5,90,95,,,absent,,,8.5,37.4,3.63,20.5,8.4,,died_t3
X_c18n-34D-t2,,,kelp_cult18nat_34D_no_sequence_died_t3,False,True,False,False,False,,,kelp_cult18nat,t3,True,cult,18,nat,34,D,t2,na,752,5,2,0.5,,,,,,,,,,,,,5,0,5,90,95,,,,,,,,,,,,died_t3
338_c18n-34D-t3,,338,kelp_cult18nat_34D_DNA16S_died_t3,False,True,False,True,False,true sample,swab,kelp_cult18nat,t3,True,cult,18,nat,34,D,t3,blade,313,5,,,0,0,,,,,2,0.25,,,,,90,0,5,90,95,,0.762,,0,1.2,,,,,,,died_t3
9_c18n-34D-t4,,9,kelp_cult18nat_34D_DNA16S_died_t3,False,True,False,True,False,true sample,swab,kelp_cult18nat,t3,True,cult,18,nat,34,D,t4,blade,314,,,,,,,,,,,,,,,,95,0,5,90,95,,,present,,,,,,,,8.6,died_t3
143_c18n-34E-t1,,143,kelp_cult18nat_34E_DNA16S_survived_t4,True,True,False,True,False,true sample,swab,kelp_cult18nat,t4,False,cult,18,nat,34,E,t1,blade,315,3,,,,,,0,,0,,,,,,,0,0,45,95,90,,,absent,,,8.5,24.6,2.71,7,9.1,,survived_t4
X_c18n-34E-t2,,,kelp_cult18nat_34E_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult18nat,t4,False,cult,18,nat,34,E,t2,na,753,6.5,3.5,0.875,,,,0,,0,,,,,,,45,0,45,95,90,,,,,,,,,,,,survived_t4
343_c18n-34E-t3,,343,kelp_cult18nat_34E_DNA16S_survived_t4,True,True,False,True,False,true sample,swab,kelp_cult18nat,t4,False,cult,18,nat,34,E,t3,blade,316,6,,,-0.5,-0.125,,0,,0,3,0.375,,3,,0.375,95,0,45,95,90,,0.738,,0,0.78,,,,,,,survived_t4
10_c18n-34E-t4,,10,kelp_cult18nat_34E_DNA16S_survived_t4,True,True,False,True,False,true sample,swab,kelp_cult18nat,t4,False,cult,18,nat,34,E,t4,blade,317,4,,,,,-2,0,-0.666666667,0,,,1,,0.090909091,,90,0,45,95,90,,,,,,,,,,,8.6,survived_t4
175_c18n-34F-t1,,175,kelp_cult18nat_34F_DNA16S_survived_t4,True,True,False,True,False,true sample,swab,kelp_cult18nat,t4,False,cult,18,nat,34,F,t1,blade,318,3,,,,,,0,,0,,,,,,,0,0,40,95,87,,,absent,,,37.5,82.5,29.63,30,15,,survived_t4
X_c18n-34F-t2,,,kelp_cult18nat_34F_no_sequence_survived_t4,True,True,False,False,False,,,kelp_cult18nat,t4,False,cult,18,nat,34,F,t2,na,754,7,4,1,,,,0,,0,,,,,,,40,0,40,95,87,,,,,,,,,,,,survived_t4
342_c18n-34F-t3,NS.X0321.002.NEBNext_dual_i7_231---NEBNext_dual_i5_279.342_c18n-34F-t3_R1.fastq.gz,342,kelp_cult18nat_34F_DNA16S_RNA_survived_t4,True,True,False,True,True,true sample,swab,kelp_cult18nat,t4,False,cult,18,nat,34,F,t3,blade,319,7,,,0,0,,0,,0,4,0.5,,4,,0.5,95,0,40,95,87,,0.743,,1.07,4.68,,,,,,,survived_t4
11_c18n-34F-t4,,11,kelp_cult18nat_34F_DNA16S_survived_t4,True,True,False,True,False,true sample,swab,kelp_cult18nat,t4,False,cult,18,nat,34,F,t4,blade,320,6.5,,,,,-0.5,0,-0.166666667,0,,,3.5,,0.318181818,,87,0,40,95,87,0.09,,present,,,,,,,,16.3,survived_t4
240_NB--t0,,240,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t0,swab_blank,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140_NB--t1,,140,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t1,swab_blank,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152_NB--t1,,152,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t1,swab_blank,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176_NB--t1,,176,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t1,swab_blank,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212_NB--t1,,212,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t1,swab_blank,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236_NB--t1,,236,blank,False,True,True,True,False,control blank,swab,swab_blank,,True,blank,blank,blank,blank,blank,t1,swab_blank,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
